id,start_i,start_j,exit_time_s
989,2,40,257.2504368479942
990,38,32,168.8094408374176
991,6,25,145.45693351153568
992,2,32,70.93943138762461
993,9,9,95.23110377270069
994,7,36,174.6779412125148
995,26,12,194.38350619429323
996,34,11,94.05105265399628
997,7,34,62.53352846507458
998,33,21,131.85768653202393
999,17,7,155.8241194082979
1000,42,20,91.67291857825467
1001,21,8,134.23757235038576
1002,33,14,126.19373046749067
1003,43,46,101.78242565244341
1004,11,15,70.65927911497022
1005,28,13,240.41009281034337
1006,45,50,86.06565464760355
1007,27,17,235.04934594778518
1008,45,4,87.72246246324633
1009,31,3,204.30469785701672
1010,9,56,75.01421384769776
1011,26,8,307.1712336931789
1012,9,48,163.49989653494288
1013,7,53,82.38455681576617
1014,25,2,205.50634468931457
1015,7,33,99.87342371779218
1016,8,25,140.954112774113
1017,11,47,85.3306637983115
1018,38,18,132.18472335606006
1019,40,2,136.84003513943316
1020,3,29,143.55653174885106
1021,5,40,126.73429378964885
1022,32,17,253.66600208259166
1023,10,36,252.53855255007838
1024,3,67,92.55789836936063
1025,21,14,141.85994000033472
1026,3,35,124.05064441694132
1027,5,44,81.04309528349941
1028,40,8,146.16483262060345
1029,7,31,129.2670564128625
1030,41,38,127.09946100347216
1031,2,32,53.07931614212201
1032,5,58,201.5518932106024
1033,32,6,130.12854137235695
1034,9,50,332.57130724191444
1035,42,13,213.02879102622262
1036,2,64,27.121870525796034
1037,31,9,170.22323696869123
1038,8,19,106.04085901936487
1039,7,45,110.23107021834561
1040,6,39,255.25508731988396
1041,34,19,142.91676947723082
1042,43,8,123.25843622058194
1043,45,23,72.43086045699273
1044,37,5,263.7890536700659
1045,3,4,55.52397496281724
1046,8,7,72.49906242904075
1047,16,10,86.84773297571581
1048,12,2,148.56228203441083
1049,6,21,183.49608803651032
1050,6,34,85.9575607805054
1051,5,59,129.92083235032854
1052,46,8,38.26351694010772
1053,44,31,46.74835427634511
1054,43,32,85.54579216745172
1055,39,17,103.3294511168378
1056,26,13,134.37398707957803
1057,39,15,338.31159158789575
1058,44,8,119.12558045791965
1059,3,49,160.92934346646743
1060,42,28,69.89954862428272
1061,4,4,111.56891778214433
1062,39,20,107.9259387623338
1063,2,3,149.09844282539322
1064,10,64,125.83026603114706
1065,47,52,134.00529688459346
1066,46,63,176.24454361444
1067,46,3,93.49732331905494
1068,42,60,73.81281821865677
1069,2,62,51.174903088626614
1070,8,63,141.92922977770684
1071,40,40,164.81613753188364
1072,17,2,138.2475926614723
1073,23,7,174.20474211847528
1074,3,31,55.76579786822161
1075,40,42,138.5482881915054
1076,18,3,180.07901856808894
1077,23,12,149.36265721604852
1078,39,51,51.580551975306435
1079,11,19,120.40974658707009
1080,10,8,97.6367397654327
1081,28,67,263.7734379793158
1082,15,5,151.61015300638965
1083,34,4,121.90081430258435
1084,27,9,158.3224678768291
1085,44,3,82.16824785908918
1086,8,37,119.82364608595059
1087,22,17,255.07661651055574
1088,33,14,168.68051277144795
1089,18,12,161.50085244453183
1090,6,31,47.33540280060091
1091,39,17,131.469391385314
1092,35,7,142.37543826982903
1093,45,45,139.60924086607966
1094,45,59,203.2293960122331
1095,4,11,69.35188112277743
1096,9,20,95.62102825308202
1097,18,18,129.04378903703335
1098,21,11,301.9069846348423
1099,21,21,141.28531878657685
1100,20,15,184.79825699506688
1101,8,4,95.93977881663236
1102,4,21,174.3758023549813
1103,38,44,186.51900791123333
1104,35,14,179.90488829948293
1105,29,11,228.83629241344943
1106,43,31,176.42227076285744
1107,18,4,224.533089143524
1108,22,7,195.98187393732775
1109,41,60,134.83057950351798
1110,2,2,53.825099652075366
1111,41,59,118.79543203218756
1112,29,8,247.27367692137892
1113,9,5,233.05762481107777
1114,3,16,129.90359579848143
1115,32,9,101.66025889600527
1116,39,18,96.9478775650627
1117,38,60,114.78479284099882
1118,9,7,104.28447572079965
1119,21,11,185.53963389922612
1120,42,6,289.9973940949609
1121,19,67,114.51301329515499
1122,40,34,162.53089642535247
1123,5,4,110.23055044352687
1124,2,56,100.88174891339035
1125,4,43,76.00622439579512
1126,44,14,187.56762736563212
1127,5,54,306.1245127178436
1128,9,57,353.70616750790424
1129,10,15,121.54389674453226
1130,7,39,135.51949530801508
1131,21,18,304.66608279408445
1132,15,2,269.0584664403217
1133,4,39,114.38313921146595
1134,34,3,224.53350717470727
1135,2,31,69.53727537657667
1136,47,39,98.09404129279909
1137,45,59,210.5915391982726
1138,40,23,120.17419584161341
1139,2,51,172.81448284764053
1140,42,38,206.5224657254514
1141,42,63,173.67602659674833
1142,47,57,142.90127769425843
1143,47,53,69.39275269776564
1144,23,5,176.2411487467071
1145,46,48,52.71222078442916
1146,41,58,101.06132123382298
1147,41,43,114.85678229097367
1148,18,19,141.23913426546795
1149,25,6,174.19000428822454
1150,5,46,205.57801229183423
1151,44,41,195.2465206629921
1152,38,47,136.00113836014143
1153,38,65,107.57472701557354
1154,6,35,168.3817050685561
1155,42,50,197.1578704448882
1156,24,67,238.92005656955317
1157,3,15,162.7289311682292
1158,13,17,162.8933396993909
1159,38,55,123.36605824459585
1160,39,31,229.21435687950662
1161,11,18,92.35408099411863
1162,45,61,93.78852657950213
1163,7,47,140.90927564083805
1164,11,12,101.94332475889877
1165,18,10,122.60920417969311
1166,45,50,58.9751014872126
1167,46,6,56.2061142519147
1168,3,36,75.36048025616356
1169,45,35,144.15607215629615
1170,40,67,57.882468034728035
1171,11,21,498.70236320697035
1172,43,54,86.99651296184443
1173,42,55,252.62050026404134
1174,16,21,123.12818714289972
1175,44,64,56.39491387296141
1176,35,2,205.76867165979291
1177,39,54,85.66659940395289
1178,40,39,113.77458979920782
1179,30,14,109.02545426492152
1180,2,8,50.21777332331081
1181,8,51,69.07459114862675
1182,41,25,79.88700242304297
1183,10,45,198.07777953553412
1184,39,20,158.39292817102748
1185,11,41,139.2102394243725
1186,38,39,147.2154508326592
1187,3,44,90.74751603920821
1188,38,53,78.64949524703856
1189,47,29,40.399673675905404
1190,45,54,44.58610131459719
1191,8,63,97.6052231294312
1192,5,7,82.24823885648581
1193,10,27,63.274363016096636
1194,11,23,111.67328535046234
1195,3,24,54.30979267342162
1196,43,4,99.84611334154911
1197,38,33,191.9880931977286
1198,3,11,106.28469963813733
1199,2,14,147.65532210441978
1200,21,9,115.58712650542856
1201,42,63,74.07243727559766
1202,38,17,123.58705448854379
1203,26,7,350.05007406028415
1204,5,47,88.19362164490406
1205,43,23,114.74463655213484
1206,2,52,89.93569262218611
1207,17,8,161.67181634237633
1208,2,44,145.74587949823243
1209,41,20,126.2796827916973
1210,27,67,156.9871854884384
1211,11,10,61.95873121128207
1212,14,5,103.80559733615162
1213,8,37,127.091217790177
1214,39,63,81.79467437855729
1215,45,21,133.81045905437807
1216,4,7,82.40932294149462
1217,6,13,194.8600063611119
1218,46,14,49.400512991716916
1219,10,50,71.63754275934235
1220,42,2,167.82580229670322
1221,3,29,225.03172202555527
1222,39,67,53.63604702629808
1223,10,5,183.72667428076292
1224,16,19,140.5064985881661
1225,41,43,212.52034709019756
1226,6,49,190.31743419840762
1227,44,37,152.23750972901678
1228,44,3,189.02640731402815
1229,2,16,47.714855562123965
1230,4,26,96.69291568781178
1231,6,56,162.52824580592372
1232,38,52,57.894504192621795
1233,14,6,142.75620175826228
1234,11,16,168.4633757499759
1235,20,2,368.1757004745666
1236,4,22,101.63996193451442
1237,5,24,87.992506572224
1238,43,31,57.98920314652051
1239,45,26,110.02037239307283
1240,7,34,122.12043112841833
1241,12,21,127.82601560841643
1242,33,12,101.09414711229083
1243,9,30,54.13571975849769
1244,9,20,74.38008479733988
1245,32,8,149.3086874134288
1246,10,8,80.10117113152373
1247,34,5,98.82601024953135
1248,38,63,163.39828051237885
1249,21,6,244.04652616397075
1250,5,20,66.1874741468012
1251,3,4,135.33310248074963
1252,11,49,71.3574830926138
1253,34,6,122.25951392343235
1254,20,3,200.22345133182057
1255,22,12,171.4261540624817
1256,5,43,133.94911219897284
1257,38,49,118.83550422050882
1258,18,11,109.08761885020468
1259,38,47,122.99826293127833
1260,40,24,126.5375527632239
1261,8,44,174.62183650901142
1262,19,13,189.51766566267762
1263,9,14,242.85785380994312
1264,14,18,155.6387169967587
1265,39,34,217.0865719657561
1266,43,42,194.4914247371718
1267,45,52,37.34176296276501
1268,6,33,179.5326020037005
1269,2,25,36.36403877979224
1270,18,8,244.3152659894316
1271,9,9,131.99568583157597
1272,33,10,108.81283562195183
1273,39,38,128.97854957709586
1274,2,40,115.97103387425955
1275,2,47,66.69299696740198
1276,25,2,163.2912249901444
1277,20,5,251.74134878488331
1278,4,47,67.26047591940645
1279,35,18,181.6231243200207
1280,20,67,318.3734425259068
1281,35,9,100.5112315905844
1282,40,19,127.54484523172718
1283,47,48,40.12460100068162
1284,46,36,242.8184140244748
1285,42,13,55.387152371608224
1286,3,59,182.07606853292512
1287,38,2,112.12213926108745
1288,9,35,119.87203707752052
1289,12,10,93.60479631067744
1290,40,42,131.90791410918993
1291,10,57,100.55597829692286
1292,18,12,132.57479414559822
1293,13,15,106.14245338251143
1294,5,47,60.24289724427579
1295,44,37,357.307287199389
1296,41,62,77.62796633557478
1297,19,7,125.89807043285357
1298,46,67,20.25203934675774
1299,4,14,321.69871137943204
1300,23,10,160.90208310581306
1301,41,33,135.23708649711267
1302,47,46,130.36551379845756
1303,17,5,138.71012715298747
1304,7,57,246.87586905461075
1305,40,29,58.21135831648088
1306,6,21,91.2102250859331
1307,40,2,281.53924603131037
1308,39,29,87.2181001268504
1309,4,2,71.84820683126792
1310,6,42,166.99845866904337
1311,3,14,170.29984801794643
1312,38,14,85.26484863959064
1313,8,38,153.63516148608656
1314,39,53,195.54482902179336
1315,43,65,120.20725236299354
1316,3,14,213.32930472416413
1317,8,62,195.94916530584345
1318,7,21,144.74884528391172
1319,45,36,118.58671646591738
1320,43,64,74.94604942997496
1321,14,18,163.35527816261848
1322,45,19,172.77080565922026
1323,34,6,156.53329074361844
1324,36,8,128.64719255784408
1325,10,61,186.13456712519329
1326,19,3,199.84893077253426
1327,28,67,134.17195024351557
1328,41,41,82.03311231712206
1329,9,47,140.77630465646195
1330,10,32,89.42952550299604
1331,11,27,170.99819461979087
1332,39,29,169.43052236438535
1333,46,45,145.78012957775454
1334,11,19,146.7323433031608
1335,24,20,211.28723815668306
1336,31,16,161.60457632887557
1337,43,43,157.08638850429188
1338,41,25,79.01469978540547
1339,32,17,226.51446289993498
1340,45,30,38.80307056529226
1341,35,17,192.97009862189236
1342,47,20,56.863064914576256
1343,45,20,56.617449028252636
1344,45,39,86.15070525595401
1345,35,10,169.3463856973645
1346,7,62,104.67198776397764
1347,10,2,98.77055867316497
1348,3,27,222.91220797989587
1349,5,35,207.60995378690077
1350,7,64,357.95179119405435
1351,6,65,162.84236977626622
1352,42,5,72.73581634904443
1353,15,16,226.42661772386128
1354,46,52,62.47017773255329
1355,33,6,131.65446525051854
1356,35,2,124.98201678857828
1357,12,9,178.33270577159956
1358,6,15,142.1075971926705
1359,10,66,156.03749762463136
1360,17,21,216.35212078579337
1361,45,58,111.74601399440505
1362,6,18,118.47821075068697
1363,23,5,149.1008450828658
1364,46,65,80.63433800197366
1365,8,8,69.24321156541984
1366,10,7,73.8759230238507
1367,45,30,36.8909448447977
1368,8,24,124.73525080588206
1369,10,15,91.75237845381609
1370,42,51,160.74052445789366
1371,18,14,163.62594513259398
1372,41,47,121.54219181012336
1373,43,33,265.243517442985
1374,2,39,132.31027770531486
1375,26,4,144.70694932548076
1376,34,67,99.48678749930656
1377,40,13,57.240366257847896
1378,45,47,284.17863940601006
1379,8,47,73.01612251601557
1380,45,58,121.43353893431284
1381,10,45,154.96889457255
1382,8,29,82.33598451115984
1383,3,56,142.34846881707296
1384,42,13,79.95132872187332
1385,45,54,66.34516283997408
1386,46,47,114.50741747555733
1387,40,27,53.13908516151835
1388,45,48,72.2471184844103
1389,13,2,111.2827247815069
1390,38,6,239.6500662392167
1391,45,5,69.69696962868699
1392,41,30,104.36778378069161
1393,45,39,151.2348903293404
1394,43,16,144.08856469688547
1395,6,10,37.9994689483241
1396,14,17,163.80499935788572
1397,33,19,200.36673381803942
1398,15,11,95.70873608516695
1399,31,6,146.8993004946302
1400,46,3,76.78253534583833
1401,47,8,132.76515471685283
1402,39,32,89.1873061861623
1403,46,53,58.53469326813017
1404,5,57,101.68138945929375
1405,41,33,139.40948689475107
1406,21,14,293.1235577776947
1407,40,14,88.54594149743885
1408,45,65,161.99533268535816
1409,3,15,50.23528703939209
1410,4,10,90.39037046967061
1411,42,32,75.9994628764291
1412,6,29,42.564454651321384
1413,23,12,112.53739110974644
1414,9,52,196.549391395954
1415,30,17,171.71105304894064
1416,2,21,168.1361402200079
1417,40,22,146.49560546584038
1418,39,65,125.15103662608006
1419,41,7,71.09131478668735
1420,26,5,146.84674725553523
1421,29,13,150.8557661513317
1422,12,20,125.59769352104375
1423,15,18,202.9706765598755
1424,3,33,67.34130170450268
1425,47,24,46.52665767618149
1426,34,20,217.30169386241246
1427,9,54,72.26115707342547
1428,35,9,233.00986989027726
1429,45,24,53.92352001198877
1430,21,13,237.11140297173256
1431,21,16,162.38268658663458
1432,15,12,181.64326561662105
1433,33,2,279.00236253530005
1434,25,17,247.98552490081545
1435,9,50,71.6886749100347
1436,12,16,143.01821404209215
1437,41,21,97.77520000646093
1438,2,49,92.2793934703216
1439,24,13,153.00615460295367
1440,20,3,177.6845669610296
1441,7,7,118.74278459341049
1442,40,59,149.6931593530081
1443,43,27,33.760382780315204
1444,38,57,78.69912603864461
1445,47,65,32.09076495556188
1446,9,49,60.13839796056208
1447,16,9,142.56693037536388
1448,33,2,135.42017226637577
1449,17,3,131.7908865999072
1450,45,50,45.847105730230304
1451,6,7,112.47900167128122
1452,47,47,58.18934942367081
1453,41,44,78.01110712725409
1454,8,17,141.25723497046516
1455,27,9,179.0509337341654
1456,3,10,44.54859823510006
1457,2,66,62.93636132081802
1458,35,15,89.10665609881069
1459,6,23,68.72869158023447
1460,46,21,62.418773536803826
1461,4,62,69.90188190256386
1462,46,64,233.9576960866563
1463,6,48,139.42093532954317
1464,2,2,95.74477985676394
1465,8,47,77.06433075544511
1466,6,37,115.75398952481102
1467,10,41,121.1573340538156
1468,36,16,98.5594922068617
1469,3,9,88.40197986543353
1470,11,42,209.33042029338148
1471,42,48,99.10604351344969
1472,34,19,110.59213197438515
1473,15,13,427.5138203284845
1474,45,28,39.570628260022694
1475,28,13,207.62165279983665
1476,46,39,80.94332672481245
1477,45,48,73.13147194819373
1478,46,14,43.508405892218505
1479,28,15,158.23115964193522
1480,42,12,48.66766230701569
1481,42,23,49.62150252229002
1482,2,60,76.63111994495266
1483,46,67,21.332379344210736
1484,40,53,276.50388970580576
1485,27,4,322.4920103116671
1486,21,6,150.26811994593052
1487,33,14,101.59528373987798
1488,46,36,165.63600421760998
1489,44,29,227.24182856399418
1490,13,14,84.81448321289707
1491,46,16,138.75142590189554
1492,21,6,150.3641523105672
1493,3,61,96.45671634884714
1494,38,32,114.44558667567982
1495,36,18,174.15841473541937
1496,33,13,154.31814955118386
1497,4,15,51.75201668323718
1498,21,67,134.7754742909622
1499,36,12,106.14985183846795
1500,36,3,188.3032840375589
1501,39,4,100.34698211333597
1502,16,7,130.2258855148155
1503,6,37,166.08851622083247
1504,6,35,88.52967542329522
1505,40,65,54.842399565054016
1506,39,18,94.43622605571018
1507,8,13,53.46924946376723
1508,38,30,72.82225129514187
1509,38,30,124.67902784739793
1510,6,29,56.40294043439463
1511,6,38,140.13097682413002
1512,22,9,303.6605456159132
1513,6,63,121.640335926934
1514,16,18,167.09934108316256
1515,12,15,149.5406337488283
1516,46,33,59.691679865040186
1517,34,21,145.34403885742302
1518,47,15,141.0128233521084
1519,7,23,73.63811404096681
1520,41,15,59.91919952387514
1521,44,65,65.02510755706663
1522,44,24,129.43538491187837
1523,38,35,146.77796784492867
1524,8,2,154.84814094778991
1525,5,61,147.3088250162328
1526,9,60,94.23572684817398
1527,44,48,54.70402336660565
1528,41,13,74.10200878274098
1529,45,22,126.51567705697316
1530,44,58,169.99234825934997
1531,14,4,156.23144887454907
1532,34,9,194.7928969539196
1533,38,3,255.32791656462743
1534,10,44,80.71931323588878
1535,35,14,105.36434081683194
1536,11,58,160.74043227360536
1537,36,4,130.23998779091121
1538,24,18,278.3526485938841
1539,35,16,116.07080727079176
1540,41,27,78.37348725464035
1541,10,53,209.93014543164185
1542,11,29,73.63279311350588
1543,47,2,87.14515688556706
1544,9,57,257.750260543488
1545,28,2,188.17287845391337
1546,4,27,40.499559329975995
1547,21,18,146.71015072321728
1548,11,42,205.55138983999657
1549,41,2,94.08117273274497
1550,38,2,127.70209663289297
1551,28,21,167.82046520730339
1552,8,22,73.44208505001492
1553,45,56,52.06928116924962
1554,8,40,140.71311687341594
1555,43,66,68.44605094790333
1556,44,53,169.69709916030627
1557,22,11,108.80636982413094
1558,38,37,156.67048892359318
1559,47,58,53.17454727861058
1560,30,15,160.072270520282
1561,25,12,163.618041406702
1562,2,4,113.99286793023968
1563,44,42,155.0570215991082
1564,45,12,167.93576947931936
1565,45,61,73.27812824993397
1566,5,35,102.99322540977407
1567,2,13,23.78538877676133
1568,20,3,241.78208276427452
1569,3,38,92.83637232478569
1570,33,14,200.18723285302087
1571,37,2,115.59547241550341
1572,7,21,66.11897053846155
1573,4,33,96.78373667858611
1574,3,24,202.444401168052
1575,11,30,189.4013378629618
1576,7,11,38.8871764440456
1577,40,63,136.27369749493727
1578,6,61,73.28118980850263
1579,5,13,122.85762746856496
1580,6,58,223.59408166947887
1581,44,37,115.33393148126828
1582,6,12,70.71030263628411
1583,11,44,108.44635487525649
1584,47,32,61.602177885196014
1585,14,5,156.9382838658236
1586,2,7,196.6924448095993
1587,28,13,119.89458702398191
1588,44,24,59.86148150829407
1589,2,58,80.51729672201175
1590,29,7,166.1482054677058
1591,31,18,216.81597097989632
1592,43,11,82.1195552475175
1593,3,61,50.974258576197315
1594,38,66,138.92201517118573
1595,35,3,164.71192540657086
1596,17,6,115.80604864495113
1597,39,2,126.80137729194907
1598,47,34,66.01213270931245
1599,46,66,55.657687630954115
1600,40,23,105.73142437857155
1601,16,2,208.97885528184568
1602,7,55,93.58820620844105
1603,43,26,127.2670679806775
1604,47,12,64.77445623972017
1605,26,6,262.29687385191335
1606,9,28,141.84299106332324
1607,34,67,89.54780658513211
1608,35,13,117.62168385381854
1609,9,46,92.4802626891333
1610,42,14,85.15566837871171
1611,22,5,141.57447821117535
1612,6,39,190.64228430153423
1613,43,38,99.53622203782706
1614,39,61,278.78102196869867
1615,8,24,59.90326484187549
1616,27,8,193.55969624467102
1617,13,7,189.60263423397762
1618,43,59,145.24518600063396
1619,43,56,113.33485479514731
1620,6,49,69.99618238588211
1621,23,2,239.98616921943434
1622,6,11,44.83059287455532
1623,41,62,141.53416186759262
1624,44,46,61.45765279309048
1625,32,17,125.17484993160419
1626,27,10,305.180616026482
1627,39,13,230.9837920875937
1628,18,6,107.81765547952008
1629,23,7,323.822043598918
1630,4,19,151.9099281984424
1631,2,43,122.85695421723658
1632,3,39,93.3860356207133
1633,34,20,103.48636793000188
1634,46,27,65.84665459705256
1635,37,18,97.95238456633929
1636,7,36,90.5996844510509
1637,8,35,136.49879109087797
1638,11,12,125.03077608500963
1639,6,3,80.94712322870474
1640,28,3,146.40936977487434
1641,40,8,156.27218913499942
1642,4,11,33.481488193366275
1643,6,62,173.63556815919554
1644,8,17,100.28427806598303
1645,23,4,191.46544403991783
1646,2,45,284.6725429305349
1647,4,55,131.19367343097642
1648,10,61,80.32077708662956
1649,7,44,141.3408534751363
1650,40,10,163.94919618692143
1651,6,12,65.03041151297035
1652,6,46,82.17249329743511
1653,22,3,204.54379910203897
1654,36,6,102.52744069841478
1655,11,46,104.1889669672706
1656,3,34,72.09503843306261
1657,45,40,109.86843394563509
1658,31,9,161.933850677551
1659,24,18,183.16145593528177
1660,30,6,164.66283065543323
1661,18,12,113.347385529642
1662,42,51,67.566391859474
1663,36,13,160.5647596616625
1664,45,48,123.83781883697164
1665,42,15,98.295135908166
1666,30,4,263.2405511228074
1667,19,18,169.68661719509103
1668,47,33,54.94224320666141
1669,45,47,143.147821146226
1670,10,14,237.50998463689243
1671,38,60,105.97794184310878
1672,3,51,48.92392838093045
1673,42,34,131.26359219028672
1674,45,66,58.42403985218691
1675,44,38,128.59330306435766
1676,3,20,85.44413716295051
1677,8,42,92.62200531417514
1678,7,37,166.43187566993913
1679,42,10,70.23336522764161
1680,47,55,89.2463184522534
1681,24,21,204.4508345888511
1682,3,66,39.20449230174947
1683,40,16,72.88457582977524
1684,9,53,83.41992613230741
1685,40,3,82.89367516088109
1686,47,25,72.63392149036848
1687,32,17,233.01029479773987
1688,3,47,69.53230167048616
1689,4,60,126.25164325587366
1690,38,66,153.79773819669558
1691,30,20,214.08480601227023
1692,4,30,44.24731235806631
1693,26,20,189.21991164393626
1694,47,21,61.56473755756036
1695,41,30,110.49849569360781
1696,42,40,113.87330412717631
1697,39,49,58.39147200884167
1698,8,4,104.20381177729614
1699,29,14,211.11934492801024
1700,44,12,44.560040734864735
1701,43,7,98.5054247242337
1702,6,3,207.8353371517443
1703,25,3,211.30127731219872
1704,45,11,35.83435203040925
1705,14,67,110.9841092288479
1706,36,10,117.58979892625082
1707,17,5,249.1041722895409
1708,47,41,69.09725562828693
1709,4,62,92.7271924222874
1710,42,4,227.05472475385267
1711,7,55,66.81138375846793
1712,3,40,102.90772856768353
1713,4,46,190.5202231546981
1714,16,4,250.21279681049825
1715,6,18,183.07775661523021
1716,9,52,175.2745543937626
1717,46,45,105.15025211335565
1718,38,32,166.71543594962785
1719,6,42,124.43373529879781
1720,19,13,89.39344287277761
1721,12,11,81.88627300574494
1722,4,51,40.47361258828271
1723,3,64,55.597981880498054
1724,16,7,139.5457366700204
1725,39,13,176.66044670514225
1726,29,18,328.78448205323315
1727,47,65,195.62399476099523
1728,9,31,221.26031074177155
1729,3,57,118.01780318638839
1730,37,17,279.80902857059664
1731,43,21,82.54229320109924
1732,8,5,78.28510497410437
1733,31,67,105.50168858854732
1734,2,36,98.29471489744232
1735,45,50,127.27620105344863
1736,13,10,122.49830361988806
1737,5,25,77.95808414929944
1738,43,28,84.54615751705391
1739,6,15,150.66588821112018
1740,7,28,49.9302440363882
1741,35,3,110.55731296508004
1742,6,23,59.48096599257819
1743,45,52,39.40851427284962
1744,7,48,87.03584439808617
1745,12,6,127.96277014755223
1746,47,40,73.89911576798234
1747,4,7,106.3770873520176
1748,27,16,137.62159628352236
1749,40,62,75.22593788331454
1750,39,43,107.09830531776035
1751,5,22,67.66546864954282
1752,6,24,221.69933857351137
1753,41,44,161.2633242200562
1754,32,67,149.44684691663898
1755,25,18,193.79416939740588
1756,27,17,140.75564155165594
1757,13,9,87.44063738588889
1758,3,54,195.10693708967815
1759,15,17,132.68069579314698
1760,42,57,194.71045769829195
1761,45,59,113.70023413711259
1762,42,62,127.87606425244499
1763,40,18,168.3786383470182
1764,40,22,140.2812241358742
1765,41,14,199.62143650086014
1766,5,35,113.99470244746529
1767,27,2,199.15163705650016
1768,47,22,42.12624341582051
1769,40,54,74.7751189451167
1770,8,16,203.6487376232702
1771,40,30,82.59207197339832
1772,46,11,96.45403087155687
1773,43,56,60.1486800430725
1774,3,12,93.14819511197105
1775,31,19,122.48379993924145
1776,45,59,80.84461434223049
1777,3,61,59.982907899129444
1778,3,21,66.70835521831576
1779,40,4,306.77197474062615
1780,26,8,129.90018208079252
1781,9,63,65.53605502163701
1782,11,35,113.40041682919212
1783,44,59,121.99882886698688
1784,11,47,193.9164083555801
1785,46,61,86.31579456554176
1786,13,16,203.2085508412329
1787,3,60,113.90651527535563
1788,39,63,85.84425597598911
1789,15,3,129.50407796473561
1790,20,14,150.08687172178983
1791,40,2,119.06714488092206
1792,41,61,134.07865380611682
1793,41,5,169.1588406497901
1794,43,67,52.703522104339356
1795,8,3,84.17790613072049
1796,10,53,65.88065653485462
1797,41,42,92.59643614537563
1798,41,40,253.7334459697252
1799,11,50,82.90666006620802
1800,46,52,53.5385291283242
1801,18,13,200.31593807870004
1802,24,6,183.47487775298234
1803,18,11,96.8622075152254
1804,4,26,34.75824718964829
1805,8,12,56.110885009734304
1806,4,52,45.317153007406624
1807,2,54,102.23828210730015
1808,36,8,120.98751140607787
1809,3,53,25.030180357138732
1810,44,62,86.72721535941774
1811,31,7,117.33621296586877
1812,3,18,100.31060749949877
1813,27,16,454.75145965565383
1814,17,6,145.72655269464434
1815,18,14,275.8826224366992
1816,45,53,90.35019027741917
1817,33,14,173.17932667903898
1818,8,2,95.48256778702195
1819,40,25,79.01866090778691
1820,27,9,249.240016031868
1821,43,67,36.9413631211176
1822,41,57,163.34669236598367
1823,39,12,56.15618267399006
1824,42,18,113.68243272764279
1825,45,25,46.47625850909484
1826,37,67,94.34852449058558
1827,9,42,139.6892845581468
1828,14,67,87.95567054327658
1829,6,9,70.9524374328026
1830,9,27,151.92657215674873
1831,42,59,108.99818942482877
1832,42,11,148.2125917502669
1833,18,15,211.41938380057744
1834,40,8,83.81856037491798
1835,40,4,85.93078878252972
1836,29,16,110.97477981816093
1837,14,14,100.28352966903276
1838,46,31,35.96014588313198
1839,14,67,210.28564199198712
1840,11,67,170.95107495147522
1841,10,29,179.00146411038554
1842,9,57,82.10965962730799
1843,5,51,123.47680801997679
1844,25,3,428.61849358539695
1845,13,14,107.7298464098361
1846,46,25,86.58424446347703
1847,42,40,260.19960399704445
1848,34,21,179.07358307879014
1849,39,48,129.16232463754935
1850,41,24,58.238514643505205
1851,8,6,161.06633898353414
1852,18,11,262.1272338663271
1853,12,7,85.82543732622335
1854,45,25,77.35227987418071
1855,27,9,153.6271794361352
1856,38,8,144.8980323975813
1857,19,15,126.80504249084485
1858,20,2,172.68241916525994
1859,37,19,167.95240595312035
1860,47,52,22.605509573998035
1861,47,18,109.31984313431397
1862,44,43,108.52973625101897
1863,11,41,124.24357553036995
1864,36,11,73.19597051534676
1865,47,32,140.08278996922405
1866,41,44,279.30099608363514
1867,40,60,137.0750477968816
1868,7,55,72.52398459534105
1869,36,9,87.95394146316276
1870,31,10,202.84010285989623
1871,8,6,72.84844429878919
1872,10,39,121.97773920950465
1873,7,6,113.42016740759094
1874,26,5,144.77035590440977
1875,40,53,106.7664451745837
1876,45,55,60.218882616787305
1877,44,34,194.77131212626412
1878,10,56,154.48045235739113
1879,41,18,112.68910232147894
1880,6,52,87.82171149706733
1881,44,56,94.60910153029359
1882,8,60,151.15391618392442
1883,44,7,169.64651822809944
1884,33,5,226.46486769149695
1885,9,5,98.33349575126209
1886,7,2,93.87156732304123
1887,38,10,86.18656739354142
1888,4,49,87.68050825349847
1889,23,18,153.44272176027232
1890,47,37,65.52812497840259
1891,40,23,188.77839465599374
1892,40,48,142.931223871033
1893,14,20,177.12151616603487
1894,45,12,58.56895139693532
1895,7,17,236.1459394154728
1896,7,8,63.679057460083754
1897,7,39,152.41138608249827
1898,3,13,217.11321187416988
1899,4,25,48.886470381854686
1900,2,22,48.65540085570821
1901,46,37,80.1134788288594
1902,45,2,63.11291840884367
1903,39,27,74.7848555163744
1904,25,3,207.18197968379323
1905,45,8,172.9258128109488
1906,42,51,77.67206684685424
1907,7,49,40.01000562226107
1908,11,9,94.43105425540205
1909,31,11,95.63918620955292
1910,10,26,71.5278188221397
1911,8,39,205.42584516401072
1912,42,47,73.11797257773549
1913,46,63,183.36520444997004
1914,5,51,104.455897043764
1915,41,5,143.53989880859865
1916,33,9,119.06612761620221
1917,46,56,143.52031965154146
1918,45,58,60.87300762761549
1919,46,7,144.87049322279094
1920,40,61,112.70226627587552
1921,7,4,116.0084122159729
1922,5,27,50.08932632751762
